Cap_do,Cap_up
"0,0355","0,1582"
"0,312","0,4692"
"0,3094","0,0764"
"0,0858","0,3012"
"0,343","0,2956"
"0,3164","0,069"
"0,538","0,2259"
"0,0269","0,6992"
"0,1374","0,4585"
"0,0494","0,189"
"0,0217","0,4865"
"0,0848","0,1946"
"0,2034","0,6811"
"0,1883","0,0956"
"0,044","0,1912"
"0,225","0,1356"
"0,1332","0,2034"
"0,1365","0,113"
"0,1026","0,113"
"0,248","0,226"
"0,1608","0,0452"
"0,0936","0,0678"
"0,2178","0,0678"
"0,0834","0,226"
"0,513","0,113"
"0,2525","0,367"
"0,0523","0,5517"
"0,4272","0,2088"
"0,0645","0,5712"
"0,363","0,738"
"0,4581","0,3204"
"0,264","0,877"
"0,1195","0,8361"
"0,1044","0,2685"
"0,2681","0,2745"
"0,118","0,712"
"0,198","0,968"
"0,217","0,19"
"0,0678","0,5538"
"0,143","0,0452"
"0,0896","0,0452"
"0,0494","0,0226"
"0,1645","0,1356"
"0,1625","0,226"
"0,118","0,113"
"0,1506","0,0226"
"0,0203","0,0226"
"0,308","0,1356"
"0,22","0,2034"
"0,2168","0,3828"
"0,4905","0,058"
"0,273","0,729"
"0,07","0,2217"
"0,0652","0,18"
"0,2744","0,0831"
"0,2065","0,4404"
"0,073","0,791"
"0,0762","0,5586"
"0,2313","0,0931"
"0,1638","0,8379"
"0,254","0,6524"
"0,0777","0,3728"
"0,269","0,3644"
"0,306","0,0904"
"0,2043","0,1582"
"0,0544","0,0452"
"0,2673","0,1808"
"0,1228","0,0904"
"0,0956","0,113"
"0,1561","0,0226"
"0,2952","0,0904"
"0,0728","0,1808"
"0,327","0,0452"
"0,044","0,248"
"0,2395","0,663"
"0,2304","0,2416"
"0,2418","0,1462"
"0,234","0,6872"
"0,1014","0,693"
"0,0999","0,616"
"0,284","0,4205"
"0,124","0,656"
"0,149","0,0796"
"0,1002","0,2388"
"0,0233","0,3272"
"0,1302","0,1764"
"0,1104","0,0818"
"0,205","0,226"
"0,1728","0,0904"
"0,0219","0,1356"
"0,1782","0,2034"
"0,128","0,2034"
"0,306","0,0226"
"0,1716","0,0904"
"0,0286","0,0452"
"0,0948","0,113"
"0,272","0,0452"
"0,4344","1,03"
"0,1728","0,48"
"0,134","0,7722"
"0,1311","0,7175"
"0,1266","1,067"
"0,3411","0,555"
"0,2502","0,5725"
"0,1416","0,9963"
"0,2616","0,847"
"0,2247","1,0048"
"0,211","0,792"
"0,0678","0,924"
"0,1674","0,252"
"0,2035","0,1144"
"0,4872","0,0226"
"0,1245","0,2034"
"0,2592","0,1582"
"0,1512","0,113"
"0,1144","0,1356"
"0,1813","0,0226"
"0,1152","0,2034"
"0,0732","0,0226"
"0,2673","0,0904"
"0,0714","0,1582"
"0,0357","0,245"
"0,1872","0,4912"
"0,308","0,2096"
"0,495","0,412"
"0,3112","0,2076"
"0,1438","0,3232"
"0,0621","0,5268"
"0,2429","0,3255"
"0,3","1,217"
"0,0476","0,2538"
"0,1841","0,7746"
"0,219","0,2392"
"0,099","0,54"
"0,388","0,4784"
"0,2373","0,1356"
"0,1848","0,0904"
"0,1452","0,0678"
"0,328","0,1356"
"0,2075","0,2034"
"0,213","0,0452"
"0,2844","0,113"
"0,0462","0,1356"
"0,0454","0,0904"
"0,1806","0,1582"
"0,3105","0,2228"
"0,3474","0,3269"
"0,222","0,2682"
"0,2149","0,0597"
"0,0663","0,3678"
"0,3003","0,2985"
"0,1368","0,597"
"0,1624","0,5656"
"0,1205","0,707"
"0,2008","0,2145"
"0,0538","0,6435"
"0,0253","0,715"
"0,1392","0,3575"
"0,2548","0,4494"
"0,0921","0,226"
"0,1519","0,113"
"0,182","0,0226"
"0,225","0,0678"
"0,0702","0,1582"
"0,118","0,1582"
"0,0968","0,1582"
"0,1974","0,113"
"0,3294","0,113"
"0,3897","0,0226"
"0,3744","0,0662"
"0,378","0,4424"
"0,0358","0,6345"
"0,1662","0,0834"
"0,0443","0,0699"
"0,21","0,071"
"0,2016","0,6055"
"0,2528","0,2529"
"0,2121","0,0823"
"0,2128","0,6027"
"0,0231","0,1772"
"0,0633","0,2715"
"0,1524","0,724"
"0,0262","0,2655"
"0,057","0,0452"
"0,0454","0,0904"
"0,0684","0,0452"
"0,022","0,1356"
"0,122","0,0452"
"0,1564","0,1808"
"0,369","0,0226"
"0,3087","0,0904"
"0,1236","0,0452"
"0,0576","0,0226"
"0,078","0,2208"
"0,1056","0,4524"
"0,4059","0,528"
"0,2415","0,284"
"0,1302","0,3365"
"0,3724","0,492"
"0,0319","0,3445"
"0,1488","0,6032"
"0,1335","0,474"
"0,0968","0,818"
"0,165","0,3292"
"0,0666","0,2469"
"0,1332","0,0844"
"0,124","0,3272"
"0,2034","0,1808"
"0,0232","0,0226"
"0,1897","0,0226"
"0,2408","0,0678"
"0,2432","0,226"
"0,1312","0,113"
"0,1918","0,226"
"0,1086","0,1582"
"0,2086","0,1356"
"0,2565","0,0226"
"0,164","0,6391"
"0,0774","0,1912"
"0,2718","0,5406"
"0,2896","0,5901"
"0,2916","0,5856"
"0,1018","0,3076"
"0,118","0,2802"
"0,2403","0,934"
"0,1052","0,7312"
"0,0666","0,911"
"0,1662","0,6377"
"0,2112","0,0864"
"0,0846","0,808"
"0,2548","0,6712"
"0,3096","0,0678"
"0,129","0,113"
"0,15","0,1808"
"0,259","0,113"
"0,1917","0,226"
"0,0436","0,226"
"0,0233","0,1582"
"0,0456","0,1808"
"0,148","0,0226"
"0,23","0,1808"
"0,528","0,7884"
"0,4368","0,696"
"0,1635","0,632"
"0,2952","0,6874"
"0,094","0,5706"
"0,383","0,7792"
"0,111","0,9306"
"0,0752","0,4312"
"0,0783","0,2156"
"0,075","0,549"
"0,0912","0,7833"
"0,0352","0,4428"
"0,2528","0,9963"
"0,1092","0,1076"
"0,2225","0,0904"
"0,0221","0,113"
"0,2303","0,2034"
"0,252","0,0678"
"0,379","0,113"
"0,177","0,0904"
"0,1374","0,1808"
"0,1465","0,2034"
"0,1888","0,0678"
"0,4617","0,0678"
"0,3736","0,434"
"0,3073","0,9752"
"0,206","1,0048"
"0,403","1,1286"
"0,4059","0,3753"
"0,2425","1,183"
"0,1888","0,2378"
"0,282","1,1331"
"0,1448","1,18"
"0,3378","0,5795"
"0,337","0,6905"
"0,237","1,43"
"0,123","1,3095"
"0,0747","0,4116"
"0,2238","0,113"
"0,0675","0,0904"
"0,145","0,0904"
"0,3852","0,0678"
"0,12","0,0678"
"0,0732","0,1808"
"0,084","0,0226"
"0,27","0,2034"
"0,1362","0,0452"
"0,217","0,2034"
"0,3384","0,92"
"0,1521","0,215"
"0,72","0,3368"
"0,3786","0,1702"
"0,1632","0,4124"
"0,0484","0,7952"
"0,0419","1,148"
"0,0344","0,3618"
"0,272","0,613"
"0,2382","0,4764"
"0,3152","0,566"
"0,3015","1,0088"
"0,1315","1,1349"
"0,104","0,7344"
"0,2448","0,2034"
"0,25","0,1808"
"0,196","0,113"
"0,3132","0,1356"
"0,0753","0,1808"
"0,1596","0,0678"
"0,1631","0,0904"
"0,157","0,113"
"0,1962","0,0452"
"0,0966","0,113"
"0,1734","0,5299"
"0,5418","0,1833"
"0,0343","0,0557"
"0,27","0,0601"
"0,4014","0,2094"
"0,0891","0,729"
"0,232","0,553"
"0,0834","0,1582"
"0,2512","0,3955"
"0,2072","0,1582"
"0,1624","0,3244"
"0,1872","0,811"
"0,2394","0,4155"
"0,2835","0,3112"
"0,0582","0,1582"
"0,024","0,1582"
"0,1974","0,0678"
"0,2916","0,1808"
"0,1771","0,0226"
"0,069","0,1582"
"0,2344","0,0678"
"0,0504","0,226"
"0,3168","0,1356"
"0,0732","0,1356"
"0,0433","0,0948"
"0,439","0,443"
"0,1623","0,4542"
"0,599","0,4165"
"0,3296","0,087"
"0,1047","0,0998"
"0,2178","0,5425"
"0,0892","0,4504"
"0,192","0,7882"
"0,2023","0,7581"
"0,0789","0,6498"
"0,0712","0,3159"
"0,311","0,515"
"0,1084","0,3159"
"0,0475","0,1808"
"0,0452","0,2034"
"0,2142","0,1582"
"0,2835","0,113"
"0,3447","0,0452"
"0,2565","0,0904"
"0,2043","0,1582"
"0,0328","0,2034"
"0,0413","0,1808"
"0,3408","0,1356"
"0,437","0,635"
"0,2992","0,3135"
"0,2394","0,3941"
"0,3056","0,3834"
"0,066","0,612"
"0,0246","0,2724"
"0,131","0,7"
"0,1029","0,2852"
"0,0316","0,336"
"0,2176","0,4844"
"0,0255","0,4844"
"0,0229","0,5928"
"0,1602","0,2151"
"0,2264","0,3585"
"0,2376","0,0452"
"0,114","0,1582"
"0,1792","0,0678"
"0,2928","0,0678"
"0,2303","0,113"
"0,2191","0,0452"
"0,0586","0,0452"
"0,1572","0,0226"
"0,1014","0,0678"
"0,471","0,1808"
"0,135","0,2847"
"0,0514","0,0912"
"0,348","0,883"
"0,4232","0,0843"
"0,4023","0,3692"
"0,2472","0,9153"
"0,1704","0,805"
"0,2168","1,035"
"0,1561","1,194"
"0,144","1,0359"
"0,1806","0,6906"
"0,0729","0,9552"
"0,1712","0,1194"
"0,2637","0,2206"
"0,1396","0,1582"
"0,1912","0,0452"
"0,239","0,1582"
"0,231","0,226"
"0,061","0,0226"
"0,0826","0,1356"
"0,24","0,0452"
"0,1998","0,1582"
"0,0873","0,0904"
"0,2954","0,113"
"0,0768","0,334"
"0,1214","0,6651"
"0,2755","0,1704"
"0,35","0,0675"
"0,399","0,1598"
"0,2544","0,5718"
"0,1452","0,1946"
"0,0819","0,7175"
"0,0868","0,1042"
"0,1575","0,6186"
"0,0894","0,9279"
"0,192","0,9279"
"0,1659","0,8248"
"0,0924","0,3093"
"0,0234","0,1582"
"0,0876","0,226"
"0,261","0,1808"
"0,2136","0,0226"
"0,1988","0,0452"
"0,2944","0,226"
"0,0281","0,2034"
"0,1842","0,2034"
"0,1976","0,2034"
"0,3609","0,1808"
"0,491","0,7115"
"0,0878","1,243"
"0,417","0,396"
"0,3714","0,618"
"0,0822","0,1365"
"0,1855","1,511"
"0,1228","1,485"
"0,1071","1,2264"
"0,0668","0,3194"
"0,1632","1,1179"
"0,0636","1,587"
"0,0508","1,608"
"0,0488","0,814"
"0,2772","0,4671"
"0,1268","0,226"
"0,2034","0,226"
"0,306","0,0904"
"0,1068","0,0452"
"0,3033","0,0226"
"0,0948","0,113"
"0,4527","0,1808"
"0,288","0,0678"
"0,1605","0,2034"
"0,0492","0,0678"
"0,3393","0,6258"
"0,0838","0,5754"
"0,1086","0,9549"
"0,2394","0,2034"
"0,447","0,3872"
"0,245","0,7812"
"0,2674","0,8032"
"0,297","0,663"
"0,27","0,4772"
"0,044","1,193"
"0,0996","0,2376"
"0,2232","0,8316"
"0,2385","0,4752"
"0,225","0,1084"
"0,21","0,1582"
"0,225","0,2034"
"0,0235","0,2034"
"0,0289","0,226"
"0,2367","0,1356"
"0,0825","0,1582"
"0,2023","0,0452"
"0,1208","0,1808"
"0,3448","0,0452"
"0,3078","0,226"
"0,1392","0,2439"
"0,2105","0,711"
"0,1215","0,3555"
"0,3213","0,5089"
"0,1022","0,2648"
"0,2148","0,391"
"0,125","0,0891"
"0,1673","0,546"
"0,0759","0,4535"
"0,1305","0,7983"
"0,1244","0,3564"
"0,075","0,0891"
"0,0309","0,4782"
"0,209","0,1576"
"0,3411","0,0452"
"0,1055","0,1582"
"0,1519","0,0904"
"0,0414","0,2034"
"0,0466","0,0678"
"0,0227","0,1808"
"0,0285","0,1582"
"0,178","0,113"
"0,2528","0,1356"
"0,475","0,1582"
"0,3213","0,2139"
"0,0956","0,1542"
"0,0738","0,5236"
"0,451","0,2154"
"0,3776","0,2748"
"0,445","0,2301"
"0,1496","0,0746"
"0,0338","0,0818"
"0,0908","0,4248"
"0,0993","0,574"
"0,2232","0,492"
"0,0524","0,7956"
"0,2826","0,855"
"0,18","0,4175"
"0,299","0,1356"
"0,1617","0,0226"
"0,024","0,0226"
"0,1052","0,226"
"0,1757","0,226"
"0,239","0,1356"
"0,1687","0,1582"
"0,0494","0,0678"
"0,3141","0,226"
"0,2442","0,226"
"0,3426","0,464"
"0,0439","0,058"
"0,0493","0,2975"
"0,1755","0,4683"
"0,2552","0,1582"
"0,2037","0,3088"
"0,1988","0,3745"
"0,1897","0,772"
"0,2304","0,3156"
"0,2475","0,4734"
"0,0452","0,3244"
"0,0657","0,4992"
"0,2536","0,2304"
"0,1908","0,2304"
"0,0316","0,226"
"0,1624","0,2034"
"0,2664","0,0452"
"0,1939","0,113"
"0,0214","0,1808"
"0,216","0,113"
"0,177","0,0452"
"0,229","0,0452"
"0,272","0,1356"
"0,1268","0,2034"
"0,3608","0,454"
"0,16","0,3392"
"0,0381","0,4312"
"0,187","0,2152"
"0,312","0,3546"
"0,1148","0,3969"
"0,352","0,1056"
"0,3168","0,0614"
"0,0276","0,1611"
"0,1168","0,24"
"0,069","0,1354"
"0,1338","0,2708"
"0,023","0,677"
"0,22","0,3888"
"0,0558","0,226"
"0,1659","0,1582"
"0,204","0,226"
"0,252","0,0904"
"0,0669","0,0904"
"0,1112","0,0452"
"0,268","0,1808"
"0,1876","0,0904"
"0,06","0,226"
"0,242","0,0226"
"0,2051","0,5376"
"0,1641","0,532"
"0,294","0,2958"
"0,348","0,2646"
"0,077","0,4448"
"0,2051","0,4482"
"0,0554","0,3028"
"0,2177","0,6993"
"0,2008","0,4956"
"0,1245","0,7434"
"0,225","0,85"
"0,2061","0,85"
"0,292","0,821"
"0,124","0,5747"
"0,1908","0,1582"
"0,0206","0,226"
"0,1175","0,1356"
"0,1936","0,2034"
"0,2079","0,0678"
"0,1848","0,1582"
"0,025","0,0452"
"0,09","0,2034"
"0,0466","0,0226"
"0,0944","0,0904"
"0,19","0,6045"
"0,2548","0,4455"
"0,1539","0,2799"
"0,2022","1,154"
"0,238","0,498"
"0,1346","0,7014"
"0,058","0,8127"
"0,0613","0,9585"
"0,2034","0,8328"
"0,2536","0,7212"
"0,192","0,591"
"0,2709","0,7714"
"0,3992","0,7259"
"0,3402","0,8029"
"0,2934","0,226"
"0,1446","0,0678"
"0,198","0,1582"
"0,4779","0,0678"
"0,0764","0,1582"
"0,28","0,1582"
"0,0274","0,226"
"0,134","0,2034"
"0,0484","0,1808"
"0,1345","0,1582"
"0,1902","0,0898"
"0,2996","0,157"
"0,395","0,793"
"0,0486","0,4536"
"0,3521","0,702"
"0,2457","0,868"
"0,1404","0,3636"
"0,286","0,6928"
"0,2664","0,2598"
"0,117","0,3544"
"0,1824","0,0966"
"0,1896","0,6762"
"0,116","0,0939"
"0,269","0,1838"
"0,279","0,1808"
"0,0678","0,2034"
"0,046","0,0904"
"0,1404","0,0678"
"0,066","0,1356"
"0,0472","0,1582"
"0,303","0,0904"
"0,0831","0,2034"
"0,0801","0,1582"
"0,4032","0,1808"
"0,2875","0,4392"
"0,5376","0,2268"
"0,3984","0,1425"
"0,0398","0,3235"
"0,1705","0,5336"
"0,24","0,3092"
"0,264","0,408"
"0,1085","0,1632"
"0,1392","0,836"
"0,1205","0,783"
"0,248","0,6264"
"0,2149","0,2214"
"0,0536","0,1584"
"0,234","0,7524"
"0,1632","0,0226"
"0,1989","0,0226"
"0,18","0,0904"
"0,3378","0,2034"
"0,1435","0,1582"
"0,1885","0,0452"
"0,1806","0,113"
"0,0532","0,1356"
"0,0468","0,0452"
"0,2448","0,2034"
"0,134","0,3152"
"0,1204","0,7272"
"0,1385","0,2352"
"0,1555","0,357"
"0,2877","0,4248"
"0,0412","0,2214"
"0,162","0,6464"
"0,147","0,1616"
"0,1172","0,827"
"0,1012","0,5082"
"0,1687","0,6616"
"0,1925","0,6616"
"0,3726","0,752"
"0,272","0,572"
"0,1311","0,1808"
"0,1512","0,0904"
"0,119","0,2034"
"0,1458","0,226"
"0,1428","0,0678"
"0,1245","0,1582"
"0,0308","0,226"
"0,2727","0,113"
"0,27","0,0452"
"0,105","0,1582"
"0,0868","0,531"
"0,129","0,503"
"0,0448","0,631"
"0,1644","0,139"
"0,1912","0,6256"
"0,0738","0,4935"
"0,1855","0,6435"
"0,0588","0,77"
"0,0275","0,231"
"0,0876","0,3164"
"0,132","0,1622"
"0,2632","0,2064"
"0,2484","0,4128"
"0,1062","0,62"
"0,2214","0,113"
"0,1368","0,0904"
"0,1656","0,2034"
"0,1355","0,113"
"0,154","0,1808"
"0,1962","0,1582"
"0,1542","0,0904"
"0,0681","0,0678"
"0,0741","0,226"
"0,2255","0,1808"
"0,168","0,4808"
"0,043","0,5751"
"0,2695","0,4134"
"0,183","0,21"
"0,188","0,5416"
"0,45","0,4851"
"0,252","0,4956"
"0,2133","0,381"
"0,2024","0,5474"
"0,147","0,2487"
"0,075","0,2574"
"0,22","0,6096"
"0,3072","0,349"
"0,1776","0,3176"
"0,2133","0,1582"
"0,215","0,1808"
"0,245","0,1582"
"0,3006","0,2034"
"0,0213","0,0452"
"0,125","0,2034"
"0,2","0,0904"
"0,0672","0,0226"
"0,1548","0,0678"
"0,134","0,0226"
"0,2166","0,0612"
"0,3501","0,3848"
"0,3773","0,0479"
"0,117","0,1114"
"0,1968","0,4599"
"0,173","0,456"
"0,0746","0,236"
"0,0588","0,681"
"0,0681","0,4963"
"0,236","0,2752"
"0,12","0,688"
"0,161","0,2136"
"0,175","0,561"
"0,4416","0,561"
"0,0221","0,226"
"0,0848","0,1808"
"0,35","0,0678"
"0,437","0,0226"
"0,466","0,0226"
"0,2408","0,113"
"0,149","0,1582"
"0,0584","0,1808"
"0,39","0,1808"
"0,1904","0,0452"
"0,1398","1,026"
"0,1694","0,6156"
"0,2317","0,8154"
"0,2905","0,3532"
"0,0344","0,3516"
"0,138","0,2766"
"0,1722","0,3596"
"0,3885","0,4812"
"0,3168","0,6456"
"0,0348","0,468"
"0,1765","0,1882"
"0,2664","0,4985"
"0,1568","0,8973"
"0,1024","0,513"
"0,0741","0,2034"
"0,232","0,1356"
"0,0844","0,0226"
"0,1904","0,0452"
"0,236","0,0226"
"0,1962","0,0452"
"0,217","0,1808"
"0,182","0,0678"
"0,0592","0,2034"
"0,1455","0,1356"
"0,2106","0,2892"
"0,1092","0,51"
"0,2224","0,343"
"0,1505","0,23"
"0,0742","0,0376"
"0,3852","0,3177"
"0,412","0,373"
"0,2025","0,235"
"0,2048","0,4338"
"0,1869","0,3199"
"0,1008","0,3591"
"0,2106","0,0539"
"0,1652","0,4088"
"0,0688","0,0487"
"0,3231","0,0452"
"0,1917","0,2034"
"0,1776","0,1582"
"0,1362","0,0678"
"0,1374","0,0904"
"0,242","0,113"
"0,204","0,0226"
"0,3144","0,2034"
"0,2275","0,0226"
"0,4851","0,1808"
"0,2436","0,238"
"0,182","0,2848"
"0,1939","0,6075"
"0,0728","0,333"
"0,282","0,5296"
"0,3234","0,5454"
"0,2418","0,61"
"0,1395","0,6093"
"0,2115","0,3645"
"0,1398","0,2244"
"0,0734","0,429"
"0,162","0,5005"
"0,198","0,3072"
"0,127","0,0765"
"0,1512","0,2034"
"0,141","0,226"
"0,1028","0,113"
"0,174","0,0904"
"0,032","0,2034"
"0,057","0,1582"
"0,0912","0,1808"
"0,1824","0,0226"
"0,094","0,226"
"0,139","0,2034"
"0,1392","0,6354"
"0,2394","0,3462"
"0,0556","0,3199"
"0,086","0,2157"
"0,117","0,2976"
"0,0808","0,3172"
"0,2176","0,7389"
"0,1495","0,8091"
"0,216","0,899"
"0,0221","0,7328"
"0,297","0,5316"
"0,1547","0,3636"
"0,0861","0,7112"
"0,165","0,87"
"0,1052","0,2034"
"0,0474","0,0904"
"0,2124","0,0226"
"0,0702","0,226"
"0,1582","0,1808"
"0,0717","0,0904"
"0,207","0,0452"
"0,049","0,1582"
"0,1776","0,0226"
"0,333","0,0226"
"0,4797","0,1126"
"0,4113","0,4025"
"0,29","0,0667"
"0,0558","0,0676"
"0,1227","0,661"
"0,1384","0,2388"
"0,1431","0,4445"
"0,3546","0,1142"
"0,0455","0,369"
"0,188","0,371"
"0,141","0,5537"
"0,0741","0,1582"
"0,0816","0,3725"
"0,0598","0,14"
"0,203","0,1808"
"0,0666","0,0678"
"0,0831","0,0226"
"0,1908","0,1582"
"0,2934","0,1808"
"0,129","0,113"
"0,0394","0,113"
"0,1068","0,0678"
"0,112","0,0226"
"0,1615","0,1356"
"0,0514","0,0611"
"0,1458","0,5499"
"0,1002","0,556"
"0,0544","0,171"
"0,3556","0,3332"
"0,1408","0,1428"
"0,2485","0,1044"
"0,1445","0,1132"
"0,0438","0,5352"
"0,2106","0,1338"
"0,3519","0,293"
"0,2192","0,4688"
"0,0237","0,4473"
"0,2457","0,4912"
"0,0696","0,226"
"0,1694","0,0226"
"0,0694","0,1808"
"0,0606","0,2034"
"0,266","0,0678"
"0,288","0,1356"
"0,2","0,1582"
"0,1956","0,226"
"0,2296","0,0226"
"0,3807","0,1808"
"0,373","0,5024"
"0,1436","0,4356"
"0,3776","0,1884"
"0,2835","0,1815"
"0,0648","0,1462"
"0,1904","0,075"
"0,148","0,3124"
"0,1295","0,0781"
"0,102","0,826"
"0,1375","0,6608"
"0,1476","0,6608"
"0,2367","0,2427"
"0,1764","0,1606"
"0,2745","0,5124"
"0,2779","0,0452"
"0,0916","0,2034"
"0,2528","0,226"
"0,0388","0,1808"
"0,0878","0,2034"
"0,2208","0,1808"
"0,0717","0,0678"
"0,1104","0,1356"
"0,0355","0,113"
"0,4257","0,0452"
"0,475","1,1"
"0,2376","0,115"
"0,3414","0,3345"
"0,2448","0,6224"
"0,1468","0,8325"
"0,058","0,5032"
"0,0308","0,1235"
"0,057","0,9728"
"0,172","1,312"
"0,1545","0,7698"
"0,2241","0,1326"
"0,225","0,1374"
"0,0329","1,1925"
"0,1836","0,9275"
"0,2225","0,226"
"0,219","0,0226"
"0,0612","0,2034"
"0,264","0,0904"
"0,277","0,0904"
"0,2464","0,1356"
"0,2304","0,1808"
"0,1024","0,1808"
"0,2115","0,113"
"0,0222","0,2034"
"0,0692","0,588"
"0,656","0,3576"
"0,328","0,2876"
"0,58","0,3424"
"0,244","0,2058"
"0,0394","0,1085"
"0,0377","0,1138"
"0,056","1,0818"
"0,0276","0,3669"
"0,274","0,3729"
"0,2817","0,2424"
"0,0307","0,7272"
"0,1232","0,7266"
"0,0412","0,8281"
"0,256","0,226"
"0,1768","0,226"
"0,043","0,1356"
"0,1856","0,226"
"0,2168","0,2034"
"0,177","0,1356"
"0,138","0,1356"
"0,209","0,1356"
"0,2112","0,113"
"0,1944","0,226"
"0,0564","0,1066"
"0,1293","0,505"
"0,0756","0,2195"
"0,1988","0,1263"
"0,2793","0,391"
"0,2544","0,3591"
"0,398","0,3987"
"0,22","0,3556"
"0,0225","0,357"
"0,0992","0,1869"
"0,0996","0,2492"
"0,27","0,0603"
"0,252","0,0603"
"0,224","0,1866"
"0,1968","0,2034"
"0,227","0,0452"
"0,216","0,1582"
"0,2304","0,0904"
"0,2254","0,0452"
"0,22","0,0452"
"0,1376","0,1582"
"0,2493","0,1808"
"0,0536","0,0904"
"0,1782","0,0904"
"0,1437","0,5634"
"0,428","0,0891"
"0,1864","0,921"
"0,2622","0,7866"
"0,1765","0,4228"
"0,0732","0,2258"
"0,0534","0,7903"
"0,2637","0,7602"
"0,0638","0,213"
"0,1476","0,5928"
"0,2382","0,6937"
"0,151","0,2128"
"0,1228","0,434"
"0,135","1,105"
"0,1635","0,0678"
"0,1065","0,0452"
"0,1547","0,226"
"0,1617","0,2034"
"0,0221","0,1808"
"0,1212","0,226"
"0,2114","0,1808"
"0,2277","0,2034"
"0,0458","0,0904"
"0,0834","0,2034"
"0,1805","0,5144"
"0,0306","0,643"
"0,3864","0,266"
"0,4448","0,416"
"0,1935","0,4456"
"0,1494","0,4648"
"0,1205","0,2868"
"0,1235","0,657"
"0,0508","0,142"
"0,026","0,639"
"0,0512","0,142"
"0,123","0,5968"
"0,086","0,6714"
"0,2485","0,3075"
"0,1215","0,1356"
"0,1272","0,0452"
"0,228","0,1582"
"0,111","0,226"
"0,0976","0,226"
"0,0258","0,2034"
"0,0261","0,0904"
"0,0964","0,226"
"0,1112","0,1808"
"0,0338","0,113"
"0,101","0,3448"
"0,357","0,4113"
"0,2799","0,2994"
"0,2272","0,4081"
"0,1568","0,3126"
"0,0662","0,4011"
"0,25","0,3558"
"0,153","0,2935"
"0,0738","0,4319"
"0,286","0,3612"
"0,198","0,1746"
"0,196","0,4578"
"0,0756","0,5072"
"0,049","0,4728"
"0,193","0,0226"
"0,119","0,113"
"0,2712","0,1356"
"0,399","0,1582"
"0,1452","0,1582"
"0,088","0,1582"
"0,0711","0,1582"
"0,0916","0,226"
"0,1566","0,0226"
"0,157","0,1356"
"0,2574","0,0701"
"0,3456","0,336"
"0,3804","0,044"
"0,261","0,3213"
"0,287","0,0692"
"0,1608","0,2136"
"0,2988","0,6174"
"0,2065","0,3008"
"0,1952","0,2133"
"0,2616","0,6786"
"0,188","0,6032"
"0,0231","0,387"
"0,108","0,754"
"0,1525","0,4524"
"0,0801","0,0452"
"0,132","0,113"
"0,1032","0,0452"
"0,2208","0,2034"
"0,114","0,2034"
"0,0498","0,0452"
"0,1164","0,113"
"0,2176","0,1808"
"0,1673","0,113"
"0,093","0,0452"
"0,3303","0,3351"
"0,5728","0,5868"
"0,1804","0,2934"
"0,3216","1,043"
"0,2436","0,3261"
"0,162","0,2248"
"0,1131","0,7693"
"0,3368","1,089"
"0,3222","0,4572"
"0,1004","0,121"
"0,0288","0,6265"
"0,1631","0,639"
"0,1976","0,3381"
"0,2604","0,1097"
"0,1388","0,0678"
"0,2142","0,1582"
"0,0317","0,2034"
"0,2112","0,2034"
"0,1032","0,0452"
"0,2862","0,1808"
"0,2493","0,0452"
"0,2754","0,0452"
"0,0944","0,2034"
"0,069","0,113"
"0,1112","1,0647"
"0,0862","0,8488"
"0,527","1,036"
"0,558","0,2877"
"0,1192","0,5418"
"0,2451","0,393"
"0,166","0,6732"
"0,2388","0,7182"
"0,234","0,9351"
"0,1512","0,1134"
"0,2043","0,241"
"0,0516","0,3603"
"0,025","0,4804"
"0,27","0,8225"
"0,2223","0,113"
"0,2124","0,1582"
"0,049","0,1582"
"0,2007","0,1582"
"0,0482","0,1356"
"0,0944","0,2034"
"0,1365","0,113"
"0,0235","0,1356"
"0,138","0,1582"
"0,0746","0,0452"
"0,3708","0,2238"
"0,2656","0,3256"
"0,206","0,1677"
"0,162","0,0462"
"0,6633","0,3248"
"0,3104","0,271"
"0,1841","0,762"
"0,1144","0,45"
"0,2154","0,804"
"0,1928","0,804"
"0,0732","0,3432"
"0,0996","0,1756"
"0,1285","0,3408"
"0,0313","0,2412"
"0,1824","0,1582"
"0,0486","0,2034"
"0,0244","0,0452"
"0,232","0,0226"
"0,1764","0,2034"
"0,112","0,2034"
"0,0822","0,0226"
"0,0696","0,0226"
"0,174","0,0452"
"0,3924","0,1582"
"0,0624","0,1545"
"0,0344","0,0592"
"0,1596","0,3"
"0,142","0,2176"
"0,0674","0,2244"
"0,1644","0,604"
"0,0681","0,1971"
"0,2856","0,265"
"0,0472","0,408"
"0,108","0,1062"
"0,0484","0,608"
"0,0239","0,3948"
"0,0303","0,2256"
"0,246","0,3948"
"0,104","0,0226"
"0,2124","0,1582"
"0,0442","0,113"
"0,0928","0,0904"
"0,0681","0,1808"
"0,1674","0,0226"
"0,315","0,1808"
"0,0296","0,0452"
"0,1692","0,2034"
"0,2331","0,113"
"0,3003","0,5368"
"0,0686","0,1298"
"0,265","0,1116"
"0,2772","0,1635"
"0,083","0,635"
"0,0834","0,677"
"0,2232","0,6552"
"0,045","0,652"
"0,2256","0,326"
"0,0268","0,1612"
"0,0699","0,2418"
"0,1824","0,827"
"0,1971","0,4962"
"0,0222","0,2481"
"0,2832","0,0904"
"0,0681","0,0904"
